half;Ein freundlicher Nachbar ___ beim Tragen der schweren Einkaufstaschen.;Дружелюбный сосед помог донести тяжелые сумки с покупками.;hilft;halfte;hülfe
trug;Der Bote ___ zwei große Kartons die steile Treppe hinauf.;Курьер нес две большие коробки вверх по крутой лестнице.;trägt;trugte;tragte
schloss;Der Hausmeister ___ die Hoftür pünktlich um zweiundzwanzig Uhr.;Комендант запер дверь во двор ровно в двадцать два часа.;schließt;schlosste;geschlossen hat
wartete;Die Reisegruppe ___ fast eine Stunde vergeblich auf den Anschlussbus.;Туристическая группа напрасно ждала стыковочный автобус почти час.;wartet;gewartet hat;wartetet
arbeitete;Herr Fischer ___ über dreißig Jahre lang im selben Handwerksbetrieb.;Господин Фишер проработал более тридцати лет на одном и том же ремесленном предприятии.;arbeitet;gearbeitet hat;arbeitetet
verlor;Der Tourist ___ am belebten Bahnhof seine Fahrkarte und den Stadtplan.;Турист потерял на оживленном вокзале свой билет и карту города.;verliert;verlierte;verloren hat
begann;Die Theateraufführung ___ gestern Abend mit zehn Minuten Verzögerung.;Театральный спектакль начался вчера вечером с десятиминутной задержкой.;beginnt;beginnte;begannte
zog;Die junge Familie ___ vor drei Jahren in eine größere Altbauwohnung.;Молодая семья переехала три года назад в более просторную квартиру старого фонда.;zieht;ziehte;zöge
traf;Er ___ gestern beim Einkaufen auf dem Markt einen alten Bekannten.;Он встретил вчера во время покупок на рынке старого знакомого.;trifft;treffte;troff
sprach;Der Bürgermeister ___ auf dem Marktplatz zu den versammelten Bürgern.;Бургомистр обратился на рыночной площади к собравшимся гражданам.;spricht;sprechte;spracht
entschied;Die Hausgemeinschaft ___ sich für eine gründliche Reparatur des Dachs.;Собрание жильцов приняло решение о капитальном ремонте крыши.;entscheidet;entschiedete;entscheidete
erhielt;Frau Weber ___ gestern die schriftliche Bestätigung des Termins.;Госпожа Вебер получила вчера письменное подтверждение приема.;erhält;erhielte;erhaltete
kaufte;Die Kundin ___ im Fachgeschäft ein neues Ladekabel für das Telefon.;Покупательница купила в специализированном магазине новый зарядный кабель для телефона.;kauft;kaufte hat;gekaufte
fragte;Der Passant ___ höflich nach dem kürzesten Weg zum Bürgeramt.;Прохожий вежливо спросил кратчайший путь к ведомству по делам граждан.;fragt;gefragt hat;frägte
rief;Die Zeugin ___ nach dem Zusammenstoß sofort den Notdienst an.;Свидетельница после столкновения сразу вызвала службу спасения.;ruft;rufte;riefte
trank;Der Wanderer ___ an der Quelle einen großen Schluck kaltes Wasser.;Путник сделал у источника большой глоток холодной воды.;trinkt;trankte;getrunken hat
aß;Er ___ vor der langen Bahnfahrt nur ein kleines Brot in der Küche.;Он съел перед долгой поездкой на поезде только маленький бутерброд на кухне.;isst;ässt;aßte
fiel;Ein schwerer Blumentopf ___ beim heftigen Sturm vom Fensterbrett.;Тяжелый цветочный горшок упал во время сильной бури с подоконника.;fällt;fallte;fielte
stieg;Der Fahrgast ___ an der Station vorsichtig aus dem vollen Bus.;Пассажир осторожно вышел на станции из переполненного автобуса.;steigt;steigte;stiegt
flog;Das Passagierflugzeug ___ trotz des dichten Nebels planmäßig ab.;Пассажирский самолет вылетел по расписанию, несмотря на густой туман.;fliegt;flogte;fliegte
vergaß;Der Sachbearbeiter ___ leider, die Bestätigung ordnungsgemäß abzustempeln.;Сотрудник, к сожалению, забыл поставить на подтверждение надлежащую печать.;vergisst;vergasste;vergäße
empfahl;Der Apotheker ___ der Kundin ein wirksames Mittel gegen Halsschmerzen.;Аптекарь порекомендовал клиентке действенное средство от боли в горле.;empfiehlt;empfohl;empfehlte
schnitt;Der Gärtner ___ im Frühjahr die vertrockneten Äste der Bäume zurück.;Садовник подрезал весной засохшие ветви деревьев.;schneidet;schnittete;schneidete
wohnte;Meine Großmutter ___ fast fünfzig Jahre lang in diesem ruhigen Stadtteil.;Моя бабушка прожила почти пятьдесят лет в этом тихом городском районе.;wohnt;wohnte hat;gewohnt hat
