einigen;Nach langen Verhandlungen konnten sich die beiden Parteien endlich auf einen Kompromiss ___.;После долгих переговоров обе стороны смогли наконец сойтись (договориться) на компромиссе.;streiten;Schlafen;kochen
Stromzähler;Im Kellerkasten dreht sich das Rädchen des Messgeräts und zählt jede verbrauchte Stromeinheit im Haushalt, der digitale ___.;В шкафу в подвале крутится колесико измерительного прибора и считает каждую израсходованную единицу электроэнергии в доме — цифровой электросчетчик.;Wasserhahn;Lichtschalter;Heizkörper
Wasserzähler;Im Badezimmer unter dem Waschbecken misst dieses runde Rohrgerät den exakten Kubikmeterverbrauch an Kaltwasser, der kleine ___.;В ванной под раковиной этот круглый прибор в трубе измеряет точный расход холодной воды в кубометрах — маленький счетчик воды (водомер).;Stromkasten;Gasbrenner;Sicherungskasten
Mängelanzeige;Weil die Heizung im tiefsten Winter kalt bleibt, schickt der Mieter dem Eigentümer eine schriftliche Fristsetzung zur Behebung, eine offizielle ___.;Поскольку отопление в самый разгар зимы остается холодным, жилец отправляет собственнику письменное требование об устранении в срок — официальное уведомление о недостатках (дефектах).;Kaufbestätigung;Danksagung;Rechnung
Mietminderung;Wenn der Vermieter den Schimmelbefall im Schlafzimmer monatelang ignoriert, hat der Mieter das Recht auf eine prozentuale Kürzung der Miete, eine ___.;Если арендодатель месяцами игнорирует плесень в спальне, жилец имеет право на процентное снижение арендной платы — на снижение арендной платы.;Mieterhöhung;Gehaltserhöhung;Kautionszahlung
Schönheitsreparatur;Das Streichen der Türen, Fensterrahmen und Heizkörper vor dem Auszug gehört im Mietrecht zu den sogenannten leichten und üblichen ___.;Покраска дверей, оконных рам и радиаторов перед выездом относится в арендном праве к так называемому легкому текущему косметическому ремонту жилья.;Großbaustellen;Abrissarbeiten;Fundamentbauten
Eigenbedarf;Wenn der Wohnungseigentümer die vermietete Wohnung für seine eigene Tochter kündigen möchte, begründet er die Kündigung rechtlich mit ___.;Когда собственник жилья хочет расторгнуть аренду квартиры ради собственной дочери, он юридически обосновывает увольнение потребностью для личного пользования (для личных нужд).;Gewerbezwecken;Mietrückständen;Urlaubsabwesenheit
Kundenzufriedenheit;Dass Käufer mit der Qualität der Ware und der Freundlichkeit des Personals glücklich sind, misst das Unternehmen als oberste ___.;То, что покупатели довольны качеством товара и дружелюбием персонала, компания измеряет как высшую удовлетворенность клиентов.;Reklamationsquote;Fehlerquote;Verlustrate
Liefertermin;Der Möbelspedition nannte dem Kunden kommenden Donnerstag zwischen 14 und 18 Uhr als verbindlichen Tag und genauen ___.;Мебельная транспортная компания назвала клиенту предстоящий четверг с 14 до 18 часов как обязательный день и точный срок (дату) доставки.;Herstellungsort;Kaufzeitpunkt;Zahlungsort
Sendungsnummer;In der E-Mail des Versandhauses steht eine lange Kombination aus Ziffern, mit der man das Paket im Netz verfolgen kann, die ___.;В электронном письме интернет-магазина указана длинная комбинация из цифр, по которой можно отслеживать посылку в сети — трек-номер (номер отправления).;Hausnummer;Telefonnummer;Postleitzahl
Sendungsverfolgung;Mit einem Klick auf den Tracking-Link kann der Empfänger auf der Website der Post den aktuellen Standort seines Pakets sehen, in der ___.;Кликом по ссылке трекинга получатель может увидеть на сайте почты текущее местонахождение своей посылки — в системе отслеживания отправлений.;Werbebroschüre;Preisliste;Produktbeschreibung
Retoure;Weil die bestellte Winterjacke zu eng ausfällt, schickt der Käufer das Paket ungeöffnet als Rücksendung zurück, als kostenlose ___.;Поскольку заказанная зимняя куртка оказалась слишком тесной, покупатель отправляет посылку нераспакованной назад в качестве возврата (возвратного отправления).;Neubestellung;Sonderanfertigung;Geschenkpackung
Rücksendeetikett;Für den kostenlosen Rückversand druckt man den Adressaufkleber mit Strichcode aus und klebt ihn auf den Karton, das beiliegende ___.;Для бесплатной обратной отправки распечатывают адресную наклейку со штрихкодом и клеят ее на коробку — приложенную этикетку для возврата (наклейку возврата).;Preisschild;Kassenbon;Werbeblatt
Gutschrift;Nachdem die zurückgesendete Ware im Lager eingetroffen war, buchte der Händler den Kaufbetrag auf das Kundenkonto zurück als ___.;После того как возвращенный товар поступил на склад, торговец вернул сумму покупки на счет клиента в качестве зачисления на счет (кредитового авизо).;Mahngebühr;Zusatzkosten;Strafgebühr
Kontoführungsgebühr;Für die Verwaltung des Girokontos und die Bereitstellung der EC-Karte zieht die Bank vierteljährlich einen festen Betrag ab, die ___.;За обслуживание расчетного счета и предоставление дебетовой карты банк ежеквартально списывает фиксированную сумму — плату за ведение счета.;Zinsgutschrift;Steuerrückzahlung;Lohnzahlung
Kreditinstitut;Eine Bank oder Sparkasse, die Finanzdienstleistungen anbietet und Kredite vergibt, bezeichnet man im Wirtschaftsrecht als offizielles ___.;Банк или сберкассу, которая предлагает финансовые услуги и выдает кредиты, в экономическом праве называют кредитной организацией (кредитным институтом).;Handelsunternehmen;Fabrikationswerk;Versicherungsbüro
Zahlungsverkehr;Überweisungen, Lastschriften und Kartenzahlungen zwischen Banken bilden zusammen den gesamten modernen bargeldlosen ___.;Банковские переводы, прямые списания и платежи по картам между банками вместе образуют весь современный безналичный платежный оборот.;Güterverkehr;Schiffsverkehr;Luftverkehr
Lastschrift;Um die monatliche Handyrechnung automatisch vom Konto abbuchen zu lassen, erteilt der Kunde dem Anbieter ein SEPA-Mandat per ___.;Чтобы ежемесячный счет за мобильную связь автоматически списывался со счета, клиент выдает провайдеру SEPA-разрешение на прямое списание (инкассо/безакцептное списание).;Bareinzahlung;Barabhebung;Scheckzahlung
Dauerauftrag;Für die monatliche Mietzahlung stellt man bei der Bank diesen automatischen regelmäßigen Überweisungsauftrag zum Ersten des Monats ein, den ___.;Для ежемесячной арендной платы в банке настраивают это автоматическое регулярное распоряжение на перевод к первому числу месяца — постоянное платежное поручение.;Einzelauftrag;Kreditantrag;Sparvertrag
Onlineüberweisung;Statt zur Filiale zu gehen, transferiert der Bankkunde das Geld bequem per Mausklick über das Internetportal der Bank als digitale ___.;Вместо визита в отделение клиент банка удобно переводит деньги кликом мыши через интернет-портал банка в виде онлайн-перевода.;Barauszahlung;Scheckausgabe;Münzeinzahlung
Einkaufsbeleg;Nach dem Bezahlen der Lebensmittel an der Kasse händigt die Verkäuferin dem Kunden diesen gedruckten Papierstreifen aus, den detaillierten ___.;После оплаты продуктов на кассе продавщица выдает покупателю эту напечатанную бумажную ленту — подробный товарный чек (чек на покупку).;Fahrschein;Reisepass;Briefumschlag
Zahlungsziel;Auf der Rechnung steht das späteste Datum, bis zu dem das Geld überwiesen sein muss, das verbindlich vereinbarte ___.;В счете указана крайняя дата, до которой деньги должны быть переведены — согласованный крайний срок оплаты (платежный срок).;Lieferziel;Reiseziel;Wahlziel
Hausarztpraxis;Bei Fieber oder Husten meldet man sich morgens telefonisch bei seinem niedergelassenen Familienmediziner in der lokalen ___.;При температуре или кашле утром по телефону записываются к своему практикующему семейному медику в местную терапевтическую поликлинику (кабинет домашнего врача).;Zahnklinik;Notfallapotheke;Tierarztpraxis
Facharzttermin;Auf eine spezielle Untersuchung beim Kardiologen oder Hautarzt wartet der gesetzlich versicherte Patient oft wochenlang auf einen ___.;Специального обследования у кардиолога или дерматолога застрахованный в государственной кассе пациент часто ждет неделями — на прием к узкому врачу-специалисту.;Urlaubstermin;Werkstatttermin;Banktermin
Terminabsage;Wenn man den vereinbarten Arztbesuch wegen einer Dienstreise nicht wahrnehmen kann, ruft man rechtzeitig an für eine höfliche ___.;Если оговоренный визит к врачу не получается совершить из-за командировки, звонят заранее для вежливой отмены записи на прием.;Terminverlängerung;Bestätigung;Neuanmeldung
Krankheitsverlauf;Die Ärztin dokumentiert in den Patientenakten täglich, wie sich die Symptome und das Fieber über die Tage entwickeln, den genauen ___.;Врач ежедневно документирует в карте пациента, как симптомы и температура развиваются со временем — точный ход течения болезни.;Lebenslauf;Stundenplan;Fahrplan
Genesung;Nach der schweren Operation erholte sich die Patientin erstaunlich schnell und alle Kollegen wünschten ihr eine baldige und vollständige ___.;После тяжелой операции пациентка поправилась удивительно быстро, и все коллеги пожелали ей скорейшего и полного выздоровления.;Erkrankung;Verschlechterung;Ansteckung
Blutentnahme;Um die Leberwerte zu bestimmen, sticht die Arzthelferin mit einer Hohlnadel kurz in die Armvene für eine sterile ___.;Чтобы определить показатели печени, ассистентка врача делает укол полой иглой в вену руки для стерильного взятия (забора) крови.;Blutspende;Bluttransfusion;Wundreinigung
Laborwert;Nach der Blutanalyse zeigt das gedruckte Diagnoseblatt den Cholesterinspiegel und den Hämoglobinspiegel, jeder einzelne wichtige ___.;После анализа крови напечатанный диагностический лист показывает уровень холестерина и гемоглобина — каждый отдельный важный лабораторный показатель.;Kaufwert;Zahlenwert;Geldwert
Röntgenbild;Nach dem schweren Sturz auf das Handgelenk erstellte der Radiologe eine strahlengestützte Aufnahme der gebrochenen Knochen, ein klares ___.;После тяжелого падения на запястье рентгенолог сделал лучевой снимок сломанных костей — четкий рентгеновский снимок.;Passfoto;Ölgemälde;Postkarte
Ultraschalluntersuchung;Um die Entwicklung des ungeborenen Babys im Bauch der Mutter sichtbar zu machen, nutzt der Frauenarzt eine schmerzfreie Bildgebung per ___.;Чтобы визуализировать развитие еще не рожденного малыша в животе матери, гинеколог использует безболезненное ультразвуковое исследование (УЗИ).;Röntgenstrahlung;Blutanalyse;Operation
Therapie;Gegen die chronischen Rückenschmerzen verordnete der Orthopäde eine Kombination aus Massagen und Wärmebehandlungen, eine gezielte ___.;Против хронических болей в спине ортопед назначил комбинацию массажей и прогреваний — целенаправленную терапию (курс лечения).;Diagnose;Verletzung;Operation
Krankengymnastik;Nach der Knieoperation übt der Physiotherapeut mit dem Patienten das richtige Gehen und Beugen bei der rehabilitativen ___.;После операции на колене физиотерапевт тренирует с пациентом правильную ходьбу и сгибание на лечебной гимнастике (ЛФК).;Leichtathletik;Turnstunde;Wettkampfübung
Rehabilitation;Nach dem Herzinfarkt verbrachte der Patient vier Wochen in einer Spezialklinik zur Wiederherstellung der Gesundheit, in der stationären ___.;После инфаркта пациент провел четыре недели в специализированной клинике для восстановления здоровья — в стационарной реабилитации.;Krankheitsphase;Notfallversorgung;Operation
Impfpass;In diesem kleinen gelben Dokumentenheftchen werden alle erhaltenen Schutzimpfungen gegen Tetanus oder Masern abgestempelt, im offiziellen ___.;В этой маленькой желтой книжечке документов проштамповываются все полученные профилактические прививки от столбняка или кори — в официальном прививочном паспорте (сертификате).;Reisepass;Fahrausweis;Führerschein
Impfung;Zur Vorbeugung einer gefährlichen Virusgrippe verabreicht die Ärztin im Herbst mit einer Spritze in den Oberarm eine schützende ___.;Для предотвращения опасного вирусного гриппа врач осенью вводит шприцем в плечо защитную прививку (вакцинацию).;Operation;Narkose;Infusion
Nebenwirkungsrisiko;Auf dem Beipackzettel der starken Schlaftabletten warnt der Hersteller vor eventuellem Schwindel und Müdigkeit am Morgen, vor dem bekannten ___.;Во вкладыше к сильным снотворным таблеткам производитель предупреждает о возможном головокружении и утренней сонливости — об известном риске побочных эффектов.;Heilungserfolg;Kaufpreis;Haltbarkeitsdatum
gründlich;Die Putzkraft wischt nicht nur oberflächlich über den Tisch, sondern reinigt jede Ecke und den Boden extrem sorgfältig und ___.;Уборщица вытирает стол не поверхностно, а очищает каждый угол и пол чрезвычайно заботливо и основательно (досконально).;oberflächlich;flüchtig;nachlässig
unvermeidlich;Wenn man alte Reifen bei Glatteis fährt, ist ein schwerer Unfall bei Bremsmanövern physikalisch leider fast ___.;Если ехать на старых шинах в гололед, тяжелая авария при маневрах торможения физически, к сожалению, почти неизбежна.;vermeidbar;verhinderbar;harmlos
unverhofft;Niemand hatte mit seinem Besuch gerechnet, als der alte Schulfreund nach zehn Jahren plötzlich und völlig ___ an der Tür klingelte.;Никто не рассчитывал на его визит, когда старый школьный друг спустя десять лет внезапно и совершенно неожиданно (нежданно) позвонил в дверь.;geplant;erwartet;vorhersehbar
fristgerecht;Der Mieter schickte das Kündigungsschreiben drei Monate vor dem Monatsende ab, die Kündigung erfolgte somit absolut pünktlich und ___.;Квартиросъемщик отправил письмо о расторжении за три месяца до конца месяца — расторжение, таким образом, произошло абсолютно своевременно и в установленный срок.;verspätet;versäumt;unpünktlich
fristlos;Weil der Angestellte Firmengelder in die eigene Tasche gesteckt hatte, kündigte ihm der Arbeitgeber ohne jede Kündigungsfrist und sofort ganz ___.;Поскольку служащий присвоил деньги фирмы, работодатель уволил его без всякого срока предупреждения и немедленно без предупреждения (безотлагательно).;befristet;fristgerecht;langfristig
fehlerhaft;In der gedruckten Rechnung stimmten die Mehrwertsteuer und die Gesamtsumme überhaupt nicht, das Dokument war leider grob ___.;В напечатанном счете НДС и итоговая сумма совсем не сходились — документ был, к сожалению, грубо ошибочным (содержал дефекты).;fehlerfrei;korrekt;makellos
fehlerfrei;Der talentierte Schüler schrieb das zweihundert Wörter lange deutsche Diktat ohne einen einzigen Patzer, vollkommen sauber und ___.;Талантливый ученик написал немецкий диктант длиной в двести слов без единой помарки — совершенно чисто и безошибочно.;fehlerhaft;falsch;mangelhaft
schadenfrei;Der Spediteur transportierte das wertvolle antike Klavier über fünfhundert Kilometer ohne jeden Kratzer, völlig intakt und ___.;Перевозчик перевез ценное старинное фортепиано более чем на пятьсот километров без единой царапины — полностью невредимым и без повреждений.;beschädigt;zerstört;kaputt
mängelfrei;Bei der Bauabnahme des neuen Hauses fand der Gutachter keine Beanstandungen, die geleistete Handwerksarbeit war absolut ___.;При приемке нового дома эксперт не нашел нареканий — выполненная работа мастеров была абсолютно без дефектов (безупречной по качеству).;mangelhaft;fehlerhaft;Defekt
kostengünstig;Mit dem Fahrrad zur Arbeit zu fahren spart viel teures Benzin und Fahrkarten, eine extrem sparsame, bezahlbare und ___e Option.;Езда на работу на велосипеде экономит много дорогого бензина и билетов — чрезвычайно экономная, доступная и недорогая (выгодная по затратам) опция.;teure;unbezahlbare;kostspielige
kostenintensiv;Der Bau eines neuen Tunnels durch das Hochgebirge verschlingt viele Milliarden Euro, ein technisch extrem anspruchsvolles und ___es Projekt.;Строительство нового туннеля через высокогорье поглощает многие миллиарды евро — технически крайне сложное и затратное (дорогостоящее) предприятие.;kostengünstiges;billiges;preiswertes
reibungslos;Der gesamte Umzug mit dem Lkw verlief wie am Schnürchen und ohne jede Komplikation, die Organisation funktionierte absolut ___.;Весь переезд на грузовике прошел как по маслу и без малейших осложнений — организация сработала абсолютно гладко (бесперебойно).;holprig;chaotisch;problematisch
einwandfrei;Der TÜV-Prüfer kontrollierte Bremsen, Licht und Motor des Autos und bescheinigte dem Fahrzeug einen technisch absolut ___en Zustand.;Инспектор техосмотра проверил тормоза, свет и двигатель автомобиля и подтвердил у транспортного средства технически абсолютно безупречное состояние.;mangelhaftes;Defektes;beschädigtes
nachvollziehbar;Weil die Benzinpreise um fünfzig Prozent gestiegen sind, ist die Erhöhung der Liefergebühr durch die Spedition für jedermann logisch und ___.;Поскольку цены на бензин выросли на пятьдесят процентов, повышение платы за доставку транспортной компанией для каждого логично и понятно (обоснованно).;unlogisch;rätselhaft;unverständlich
plausibel;Die logische Erklärung des Zeugen deckte sich exakt mit den Kamerabildern vom Unfallort, seine Version klang für die Richter sehr schlüssig und ___.;Логичное объяснение свидетеля в точности совпало с записями камер с места аварии — его версия звучала для судей весьма убедительно и правдоподобно.;unlogisch;widersprüchlich;unglaubwürdig
